study_hours_per_day,attendance,assignments_completed,midterm_score,previous_sgpa,daily_screen_time,social_media_usage,class_participation,sleep_hours,stress_level,physical_activity,internet_quality,study_environment,fatigue_score,gender,sgpa
4.89,57,3,76.12,8.34,1.8,4.72,10,7.49,5,2.03,1,2,3.03,female,4.37
9.49,65.1%,,79.69,9.83,3.59,2.12,7,4.84,medium,5.86,5,2,8.8,F,
4.78, 94.8 %,4,,6.95,3.55,4.74,9,8.09,,4.74,5,5,2.28,M,
6.75,98.6%,10,87.04,8.4,1.86,3.42,7,6.35,HIGH,6.91,1,1,3.78,F,5.37
4.58, 93.0 %,4,86.85,6.48,1.69,,9,6.83,low,5.77,3,2,9.36,Male,4.31
3.47,56,2,95.63,6.33,3.69,4.04,4,4.93,1,1.41,2,3,8.56,Male,4.57
9.86,97.4%,6,99.4,7.87,7.94,0.63,7,4.73,Low,3.14,3,4,1.49,M,6.21
4.68,71,10,74.88,9.9,4.98,0.79,10,7.16,,0.72,3,1,5.03,F,
9.05,50.5%,,46.53,7.27,5.35,2.87,10,5.28,HIGH,0.49,5,4,9.19,male,
3.07,72,8,67.55,9.69,4.3,1.08,7,5.93,Low,4.94,2,4,1.13,Male,4.04
2.92, 52.3 %,8,87.26,9.57,5.64,2.57,10,6.4,1,6.39,1,5,1.97,Male,4.79
1.28,77,0,41.66,6.27,7.7,4.8,10,5.15,low,6.82,4,3,6.81,M,4
14.304916506555, 66.9 %,0,43.41,7.01,5.12,1.83,2,1.43211637799732,high,1.89,1,3,1.94,female,5.43
4.32,74,9,44.03,8.22,1.46,2.7,2,8.7,high,1.41,2,5,5.04,Male,4.19
8.78,81,10,83.86,7.59,4.45,2.23,8,6.16,low,,1,4,5.57,male,5.96
5.26, 93.4 %,4,70.07,5.48,7.95,3.33,2,8.59,3,1.41,5,3,8.74,F,4
, 83.1 %,0,62.13,9.97,3.71,1.37,1,8.41,low,2.07,2,4,9.62,female,
2.67,71.7%,3,46.34,8.76,5.16,1.67,1,4.83,high,5.86,4,1,5.61,female,4
8.82,91,0,83.93,7.19,1.75,4.36,1,4.87,low,5.67,4,5,5.59,,4.82
7.99,95.3%,1,59.26,8.09,1.99,4.15,6,6.39,HIGH,6.27,2,5,7.54,male,5.16
7.94,56.0%,1,55.92,5.44,7.12,4.05,5,6.63,HIGH,3.38,1,,2.73,Male,4
8.6, 76.6 %,3,79.14,7.48,3.1,3.97,7,5.71,2,3.95,4,1,9.47,M,4.72
7.85, 64.2 %,7,,9.65,3.14,,3,5.56,3,5.39,2,4,1.01,male,
6.64,52,1,61.74,9.48,,3.78,5,6.16,medium,1.67,2,3,1.02,Male,
2.18,83.4%,8,78.49,6.69,7.77,2.24,2,7.45,low,5.76,2,4,6.63,F,4
1.29,93,8,56.27,7.66,1.59,0.95,9,4.42,medium,0.12,3,1,4.07,male,4.06
9.29,58.1%,1,87.69,8.49,6.73,2.27,9,7.55,4,5.58,1,,4.58,Female,4.97
6.55, 90.6 %,0,53.76,6.7,3.39,1.21,4,8.63,high,5.43,2,3,,M,4
8.17,,9,49.53,5.32,6.95,2.26,2,7.82,high,2.11,2,3,4.67,female,4.72
5.33,95.7%,9,86.95,7.53,7.94,1.84,10,,2,5.1,3,5,8.45,Female,4.92
2.06, 63.3 %,8,82.47,8.01,3.44,3.2,8,4.44,HIGH,1.5,5,2,,male,4.32
2.13,95.2%,,50.96,5.03,1.91,2.13,4,6.45,HIGH,,3,3,1.85,female,
7.17,66,7,,5.48,2.01,3.68,5,8.78,,4.9,2,4,1.51,Male,
4.87, 77.6 %,2,90.3,6.04,6.31,2.8,4,8.1,Low,5,1,1,5.56,,4.11
2.8,52.5%,0,86.6,6.74,2.01,4.64,2,6.81,high,6.88,3,2,7.57,male,4
5.42,52.2%,10,59.64,7.71,2.82,0.91,6,4.71,5,1.27,2,5,6.98,male,4.04
,86,0,79.49,6.47,2.43,3.59,,7.57,HIGH,3.37,1,5,8.78,male,
6.24,72,9,47.45,6.38,3.49,3.53,8,8.06,3,6.16,3,4,,Female,4.59
3.42,63,,70.42,9.35,1.52,4.78,,8.68,low,3.93,4,1,,F,
8.18, 59.5 %,6,41.12,5.73,7,2.17,5,7.06,medium,6.13,1,5,7.89,M,4.6
3.79, 83.5 %,5,63.5,7.48,7.02,1.87,9,,2,3.04,2,5,9.44,Male,4
5.1,50,10,44.49,9.76,3.89,1.28,1,7.1,3,5.57,1,1,1.91,Female,4.53
1.1,,1,68.51,8.13,5.28,1.69,10,,3,6.09,1,2,3.16,Female,4
1.65,54.0%,3,65.3,8.59,5.49,2.76,7,7.14,4,5.93,2,3,4.19,Male,4
4.53,60,1,66.66,,6.24,4.27,7,5.29,medium,6.1,4,3,5.87,Male,
5.32, 69.3 %,0,,5.1,4.64,1.78,5,7.18,,1.54,1,1,4.68,male,
6.4, 74.2 %,2,61.7,8.23,4.57,1.21,4,8.4,Low,3.07,2,1,8.75,male,4
3.62,68,3,85.39,8.16,5.42,1.72,9,6.84,medium,1.22,1,1,9.55,,4.43
7.25,66,9,62.13,5.55,5.92,0.95,,6.51,2,1.26,5,4,1.63,,5.13
8.74, 98.2 %,4,82.91,7.31,,4.67,1,7.67,5,3.41,4,4,,M,
8.02, 82.1 %,4,62.17,9.58,3.31,4.43,9,7.3,high,6.72,5,1,2.03,female,5.16
1.36,51,6,65.39,6.03,2.89,1.89,5,4.28,medium,4.14,1,4,9.08,female,4
5.32, 71.5 %,9,73.83,7.31,4.84,1.61,9,7.63,2,5.98,4,3,2.28,F,4.8
1.94,93.8%,7,97.04,7.31,3.52,4.57,8,6.04,3,6.56,2,1,9.92,M,4.06
3.18, 65.1 %,8,46.53,9.05,4.78,0.51,,8.7,Low,,5,3,4.85,Female,4.58
,54.7%,6,41.97,9.12,3.84,3.2,7,8.85,4,1.13,4,3,4.44,M,
2.28,87.9%,4,76.48,8.8,6.86,4.62,6,6.24,Low,2.04,4,4,6.28,F,4
5.49, 80.3 %,8,96.95,6.83,1.51,2.79,9,8.84,1,4.32,1,5,4.55,female,5.79
6.56, 78.5 %,7,99.38,5.36,5.01,0.51,4,5.55,1,0.43,5,,3.11,M,5.34
,53,,69.05,6.75,5.03,1.48,5,7.41,HIGH,,2,,6.66,M,
13.3032460751336,57.0%,8,,8.4,3.69,4.65,1,2.98133228016687,low,0.45,3,2,7.56,female,
1.09, 81.1 %,9,78.7,8.51,3.95,0.58,7,4.72,medium,1.11,1,5,9.51,male,4
3.94,60.4%,7,73.34,9.83,6.6,2.28,6,8.32,HIGH,,4,1,4.68,M,4.2
5.66,75,5,78.05,7.27,2.96,4.05,7,8.47,Low,3.9,5,5,7.35,M,4.78
1.79,77.2%,3,92.44,8.16,,4.27,1,6.66,medium,6.17,3,4,8.5,F,
4.16, 64.2 %,8,84.78,7.7,7.27,2.65,7,5.7,5,6.75,4,5,8.48,M,4.1
1.3, 97.4 %,8,69.81,5.75,5.55,1.55,7,6.26,HIGH,6.19,5,1,1.31,Female,4
1.71,92.1%,9,67.71,7.31,6.41,3.2,8,,2,0.75,5,1,4.2,F,4.54
4.57,86,9,78.38,7.72,5.29,1.69,2,5.05,4,4.42,3,2,1.12,,4.44
2.19,53.9%,8,67.34,9.75,4.68,1.65,1,5.47,HIGH,3.09,4,,6.03,female,4.46
6.11, 55.3 %,9,67.47,6.83,7.77,4.13,1,7.93,3,0.88,3,1,,male,4.86
7.21,75,2,40.98,9.9,2.98,1.19,8,8.68,2,3.89,,3,8.33,M,4.56
8.21,58.0%,10,50.44,7.71,2.08,0.52,7,4.46,Low,2.5,1,2,8.3,F,6.15
2.8,98.9%,2,69.31,6.21,3.01,2.02,9,8.02,HIGH,2.42,1,4,4.17,Female,4
2.51,58,10,89.36,5.96,5.3,2.71,2,7.23,HIGH,0.66,2,3,1.42,F,4.56
1.94,74.4%,5,56.72,,2.3,3.67,4,5.15,3,6.85,4,4,2.55,F,
6.73,68,5,71.36,7.26,,4.02,8,7.78,high,5.08,3,4,7.04,male,
7.36,82,5,60.7,5.11,3.88,3.49,6,7.64,HIGH,1.96,1,1,2.2,Male,4.09
13.7678190098294,56,4,46.29,7.23,6.95,3.32,2,1.42421565758739,HIGH,6.42,2,3,2.13,female,6.06
9.43,72,4,97.5,9.94,2.74,3.5,10,6.51,5,6.64,5,2,4.18,Male,5.51
1.47,63.7%,1,91.28,8.35,3.19,1.72,2,7.79,Low,,1,1,1.85,F,4
5.87,94.4%,6,44.71,8.8,,2.22,7,4.96,5,4.62,,5,3.97,Male,
7.38, 52.0 %,3,83.19,5.6,2.8,3.27,9,,5,2.63,2,2,9.73,M,4.68
8.84,96,2,60.85,7.37,4.43,0.8,8,4.6,high,3.04,3,5,1.18,female,4
, 91.6 %,,99.69,6.43,7.62,1.83,2,5.53,HIGH,3.19,,1,8.47,male,
8.22, 64.9 %,3,58.14,9.47,3.72,2.33,,5.09,1,6.64,3,4,9.94,Male,5.76
4.06,89.5%,10,54.32,5.91,5.48,,,6.53,2,5.32,2,4,4.93,Female,4
8.33,51.6%,3,,7.29,3.99,2.69,,4.71,1,2.04,5,3,9.49,F,
1.72,98.3%,7,90.11,7.94,1.33,3.73,6,5.92,low,4.37,1,2,3.35,F,4
9.05,76.3%,0,51.55,7.57,4.52,2.63,2,5.38,medium,4.16,3,5,9.84,female,4.13
5.93, 65.2 %,8,82.56,9.15,1.46,4.57,1,7.73,low,5.68,3,5,8.75,M,5.44
8.36,68,6,43.68,6.16,7.19,2.21,6,7.5,5,0.67,4,3,8.96,Male,4.68
5.07, 53.3 %,1,95.14,6.89,6.27,2.86,8,4.47,medium,4.91,3,2,2.17,F,4.48
6.79, 99.5 %,10,44.86,8.96,3.65,0.51,5,8.77,1,2.32,3,4,,male,5.13
5.74,52.0%,5,94.85,7.64,5.48,1.9,1,7.72,HIGH,0.91,2,1,9.48,Male,4.82
7.58,83,7,69.45,7.01,1.78,4.4,10,7.08,4,5.12,3,3,8.37,female,5.31
1.73, 72.1 %,10,66.89,,5.92,2,,6.39,4,2.32,4,1,1.82,F,
1.54,97.4%,4,98.4,8.77,6.76,1.64,3,4.89,low,5.11,5,1,1.76,male,4.51
3.22,62.3%,5,99.42,9.86,6.75,2.95,2,8.81,3,1.14,,3,4.22,M,4.34
2.44,77,9,79.01,8.1,2.99,0.85,9,4.04,3,6.9,,5,7.34,F,5.36
14.1641627348418, 74.1 %,7,47.63,9.28,2.85,2.89,10,2.68849060573808,Low,5.62,1,2,1.11,F,7.21
2.97,85,5,70.37,7.58,4.65,1.87,2,6.54,1,2.02,5,5,9.56,Female,4
9.78,53,8,71.75,6.16,7.77,2.22,3,8.51,low,5.18,5,4,5.73,female,5.46
4.03,60,8,70.87,5.07,7.44,4.06,9,5.9,,,4,2,4.23,Female,
2.64, 60.7 %,8,74.17,8.27,3.52,3.48,,6.59,2,4.57,2,3,6.05,Male,4.27
,86.9%,5,,7.47,6.46,,8,7.71,2,0.42,2,3,7.44,,
6.93,59,,,8.91,7.45,3.1,8,,,2.33,,3,3.46,F,
5.48,79,2,82.74,8.47,2.83,3.95,3,4.27,2,6.85,4,1,3.62,M,4.65
6, 60.8 %,4,46.93,9.94,6.81,3.86,10,5.06,2,0.85,2,3,5.21,M,4.13
7.47, 93.1 %,1,,,,1.33,10,4.73,Low,4.18,2,4,7.03,,
3.06,97.1%,7,74.1,7.14,3.4,1.85,3,4.03,Low,0.49,4,4,7.36,Female,4
,,10,80.95,6.43,2.39,2.07,8,,3,4.69,5,3,3.92,female,
9.77,68,3,45.12,7.38,4.55,,3,7.98,low,1.95,1,2,3.9,M,5.37
6.85,62,5,77.59,9.36,6.9,0.55,4,,medium,2.17,,4,5.38,M,4.45
2.8, 52.5 %,5,56.85,5.21,4.7,1.28,5,6.2,3,2.36,4,2,5.88,Male,4
7.12,63,4,70.42,9.89,1.86,4.14,7,5.4,3,1.44,4,2,6.84,male,5
1.65, 82.7 %,0,86.4,9.97,2.76,2.96,1,8.32,4,6.59,5,2,6.56,Female,4
1.28,77,10,82.34,7.99,4.94,2.04,8,8.22,HIGH,6.34,5,3,4.35,Female,4.51
3.32, 97.2 %,6,47.13,6.66,5.08,3.24,,7.12,HIGH,6.09,4,1,3.67,,4
5.16,70,9,75.47,6.12,5.04,3.83,7,5.37,low,0.75,2,3,3.77,M,4
13.0677255437877,85,7,98.15,6.38,1.54,2.09,10,1.85147756554689,high,1.63,1,4,6.81,Female,7.01
7.54,74,0,,5.25,6.28,2.6,3,4.89,1,4.29,3,4,4.9,male,
7.68,75.6%,9,91.17,7.38,7.37,0.79,9,4.22,3,6.79,4,4,2.21,female,5.25
4.83,,6,82.15,5.29,4.57,3.19,10,7.98,3,4.23,4,4,1.05,female,4
4.11,73,3,86.44,8.59,6.03,2.1,5,6.82,5,2.29,5,1,1.27,Female,4.03
4.34,73.5%,5,56.92,6.86,7.4,2.45,3,5.23,5,5.72,5,2,8.81,M,4.25
9.89,85.3%,8,57.27,6,5.5,2.4,3,7.35,low,0.95,3,3,5.12,M,4.85
1.36,97,4,94.36,7.72,5.72,3.35,4,7.83,high,6.17,5,4,6.92,male,4
8.8, 66.5 %,,61.59,9.87,6.05,3.08,5,8.22,,,5,2,9.36,male,
6.21,52,4,43.78,8.48,2.82,2.4,5,5.41,high,6.77,2,3,2.14,,4
4.95, 74.8 %,1,76.04,7.46,5.08,0.58,8,4.13,5,1.03,1,1,5.03,,4.16
7.53,77,3,47.49,8.88,6.9,3.29,10,,Low,3.85,2,5,5.85,Male,4.63
5.38, 58.4 %,,87.8,8.69,3.07,4.46,6,8.28,3,4.09,4,,8.57,female,
8.86,88,6,78.5,9.46,7.28,3.96,5,5.04,,1.36,2,5,9.94,,
9.11,99.2%,6,92.48,6.02,5.34,4.92,2,6.11,4,3.83,3,4,7.41,Male,5.13
4.8,,2,87.09,9.29,3.96,1.13,5,5.28,low,4.53,2,2,6.78,Female,4.73
13.4035410685935,60,6,46.73,6.51,5.36,1.5,7,2.94407403646758,Low,2.3,5,2,9.28,M,6.31
6.33,94,0,62.86,9.7,3.81,2.93,3,8.49,2,2.21,3,3,8.54,Female,5.01
,85.2%,0,86.47,6.41,6.87,1.56,7,4.68,HIGH,0.42,3,,8.79,Female,
2.9, 72.7 %,8,65.04,9.63,4.38,0.66,1,7.83,3,6.7,4,,1.02,F,4.09
6.61, 77.0 %,5,,9.82,7.31,2.31,6,5.73,Low,5.63,4,3,5.63,,
6.68, 92.5 %,4,84.14,5.73,4.57,1.79,1,5.39,Low,5.32,5,2,8.04,M,4
7.6,74.0%,5,40.93,9.87,5.62,1.69,7,8.71,low,0.15,1,2,2.63,female,4.71
2.18, 68.7 %,5,92.8,5.43,7.98,4.79,6,7.29,1,4.37,3,3,7.76,M,4
7.44, 74.7 %,0,,6.09,2.03,1.57,10,7.43,HIGH,1.26,5,5,1.08,male,
9.18,79,4,48.43,7.22,6.16,1.08,,7.8,3,4.63,4,4,6.18,M,4
2.62,,,84.07,9.97,1.97,1.06,9,5.7,3,4.35,4,3,8.66,male,
3.14,95.0%,3,,7.44,6.87,4.13,5,6.82,medium,5.96,1,2,4.88,female,
9.74, 83.7 %,2,72.18,7.75,5.18,3.72,7,5.35,high,1.79,3,4,7.66,male,4.71
2.63,,0,57.34,8.47,7.57,1.08,1,8.17,,0.19,3,4,,Male,
8.69,55.0%,1,61.08,9.84,7.06,1.49,8,7,low,6.4,5,5,6.83,M,4.53
5.43, 80.2 %,2,60.57,8.92,1.52,3.86,8,5.22,3,6.36,1,3,5.65,Female,4.87
3.23,56.0%,3,59.6,6.12,1.96,1.74,9,8.5,4,3.19,2,4,5.28,male,4
8.84, 53.9 %,6,54.57,6.51,,4.92,2,6.9,Low,,5,1,8.57,male,
5.01,76,5,76.53,5.49,4.63,2.93,6,6.48,high,3.49,3,4,1.83,female,4.03
5.63, 70.1 %,10,94.02,8.22,2.18,1.36,10,4.17,HIGH,3.67,5,4,6.26,M,5.28
4.23, 79.4 %,7,58.42,5.9,1.91,4.36,5,8.55,HIGH,5.75,5,4,2.03,male,4
6.34, 54.5 %,8,51.2,6.29,,,6,,4,5.02,5,3,6.07,female,
2.47, 71.5 %,5,90.31,9.44,1.34,1.8,5,6.81,high,0.5,5,,9.67,M,4.28
4.52,58.7%,6,84.51,6.63,7.12,1.97,1,6.21,HIGH,4.94,3,5,1.51,F,4.49
9.72, 99.4 %,3,95.85,7.83,6.65,3.96,2,5.8,medium,0.95,1,1,4.8,male,6.23
3.32,78.1%,1,49.93,6.99,6.5,1.28,3,,2,0.63,1,1,8.22,,4
14.620164882875, 84.4 %,8,48.66,5.37,1.11,2.22,7,2.15818817043273,3,2.79,4,4,4.33,M,6.53
3.93, 66.3 %,8,72.49,6.81,1.33,0.64,,4.64,low,0.54,,4,5.68,Male,4
7.96,54.7%,3,76.87,7.04,4.85,4.22,9,8.6,2,5.8,2,4,2.03,M,5.23
2.18,99,2,68.81,9.48,7.96,,2,4.88,4,3.24,1,1,3.01,M,4
9.73,64,9,,6.62,3.4,1.62,10,7.73,medium,4.11,5,5,7.18,Female,
5.08,71.2%,10,50.82,,3.41,3.11,1,5.53,5,4.04,,,8.46,F,
3.12, 82.5 %,5,68.78,,1.94,3.67,1,5.13,1,6.85,5,5,6.82,Female,
1.66,51,2,79.49,8.79,5.72,4.16,4,6.79,3,6.41,2,1,8.53,Male,4
2.53, 90.5 %,0,65.96,8.99,5.53,2.07,9,7.83,5,5.94,1,5,6.45,male,4
5.68,76.8%,3,,9.77,1.71,4.16,4,7.63,2,2.68,3,1,,F,
4.03,63.9%,0,67.07,8.98,4.27,2.59,3,5.17,1,1.02,2,5,9.85,M,4.38
8.46,53,1,60.02,7.04,5.67,0.96,10,5.65,Low,4.14,3,3,1.75,Male,4.31
4.88,58,2,58.22,9.11,4.45,4.31,8,8.34,,3.08,1,3,5.32,F,
3.24, 94.8 %,,64.65,7.54,5.72,2.96,9,7.62,high,1.58,3,2,2.71,Male,
6.55,,9,41.39,6.39,6.71,3.21,5,7.56,medium,0.68,1,5,5.19,female,5.01
7.36,62.5%,3,80.11,6.51,5.8,4.72,2,5.34,3,3.05,5,5,5.5,Female,5.15
2.5,53.3%,3,90.71,6.12,5.31,3.02,4,7.96,low,4.56,2,5,6.6,male,4
2.51,84.5%,9,61.28,5.72,6.98,0.53,10,5.79,1,4.38,,2,4.95,M,4
1.33, 78.6 %,8,42.76,5.92,7.3,4.42,8,6.01,medium,5.42,1,1,3.92,Male,4
7.63,,6,99.21,5.32,3.72,1.78,,5.44,5,3.27,1,,1.39,male,5.29
6.97, 68.2 %,1,55.82,9.44,2.21,2.76,9,4.61,Low,2.25,,2,1.31,female,5
5.27, 60.8 %,2,47.6,9.66,6.73,1.42,5,6.1,low,3.77,,3,2.58,M,4
8.6,83,3,62.19,7.93,2.5,1.84,7,4.08,5,6.83,5,4,,Male,4.27
8.25,98.5%,3,84.31,9.2,7.5,3.59,5,6.28,,0.32,2,2,4.76,F,
6.27,59,9,57.63,5.92,1.16,2.43,3,,,3.7,2,2,2.72,F,
8.81,80,7,74.48,9.51,7.45,3.32,2,8.8,1,2.3,1,3,8.4,female,5.62
2.85,71,9,64.93,7.53,5.12,,3,4.39,3,0.74,4,5,7.15,female,4
2.01, 72.3 %,9,47.07,5.34,6.42,2.03,2,5.41,5,3.04,5,4,4.09,female,4
3.43,63,5,59.82,5.71,3.79,3.06,2,6.47,Low,4.49,3,3,8.17,male,4
,91.3%,2,83.49,6.54,7.94,4,2,4.85,2,3.7,3,2,9.9,M,
5.78,74,10,76.72,5.22,2.59,3.72,2,4.58,3,0.2,3,5,3.21,M,4.94
9.43,77.2%,8,47.19,6.55,2.85,2.93,8,6.26,high,4.05,5,4,4.26,Female,4.9
1.35,65.2%,9,49.8,5.3,1.36,,5,6.9,medium,,4,5,9.94,M,4
2.1,59.1%,7,78.44,6.18,7.58,2.33,9,8.1,Low,2.39,4,3,2.24,Male,4
5.07,,8,88.8,6.33,4.19,2.45,5,8.99,high,2.19,2,,1.69,Female,5.7
9.4, 85.7 %,4,60.97,9.97,5.72,2.07,1,7.87,1,6.01,4,2,,female,5.8
3.85, 59.8 %,2,75.72,6.18,5.81,3.65,8,5.11,,0.33,3,2,5.22,F,
5.57,85,3,50.24,6.2,7.12,1.06,3,,5,2.44,3,1,1.7,M,4
1.37, 69.5 %,4,58.68,8.43,5.65,4.85,,6.69,4,2.76,5,4,3.61,Female,4
2.34,71,8,41.22,,4.93,4.01,10,6.25,Low,4.33,2,3,4.77,Male,
9.88,73.5%,8,86.1,6.94,5.97,1.84,2,8.68,medium,5.52,1,5,8.4,F,5.55
9.69,68,2,64.06,9.38,,0.69,6,7.51,low,5.09,2,2,7.37,Male,
1.04,55.0%,6,88.97,6.7,2.3,3.7,4,7.41,2,5.27,1,1,9.23,M,4
9.57,65,5,82.5,5.99,1.77,3.8,4,,low,1.35,2,3,3.99,Male,5.1
6.75, 83.2 %,3,89.72,6.65,1.52,4.84,9,8.33,HIGH,6.38,4,2,3.78,female,5.09
8.81,83.3%,4,57.14,8.05,3.62,1.64,10,7.97,medium,,2,3,5.17,Female,4.69
13.7405666328909,64,9,51.11,6.84,4.49,0.87,8,1.37962989242239,3,0.08,5,2,1.07,Male,5.97
5.64,73,1,98.31,8.36,5.31,4.62,3,5.46,5,4.68,1,3,2.87,M,4.73
5.4, 59.7 %,10,83.04,6.18,7.71,1.66,9,4.27,low,4.23,4,2,2.9,M,4.86
7, 60.5 %,,90.04,8.5,3.32,3.75,1,4.25,medium,0.88,4,5,1.55,male,
2.26, 51.2 %,3,40.79,6.74,6.33,0.77,7,7.34,Low,6.72,2,4,5.1,M,4
1.27,95,1,61.27,7.28,4.72,3.92,7,4.93,2,3.93,4,2,9.15,Female,4
14.0620727846275, 60.5 %,10,84.57,7.79,2.54,1.07,,2.13077093639874,low,3.28,3,3,1.04,F,7.78
7.34,61,5,,8.43,5.31,3.63,7,8.21,HIGH,2.79,3,2,6.66,female,
2.82, 64.0 %,10,74.04,6.19,7.77,,7,5.74,2,1.47,3,1,8.91,Female,4.21
7.06,56,1,65.74,9.18,1.87,4.8,9,5.9,1,6.67,2,5,,Male,4.55
9.73,82.0%,9,41.06,8.61,4.55,0.67,6,5.64,3,4.92,1,1,,female,6.56
1.85, 53.8 %,1,54.16,6.17,1.36,,10,4.46,1,3.97,2,3,8.37,female,4
7.05,56.7%,6,57.09,9.87,3.25,0.81,10,4.16,1,4.42,5,,2.93,male,4.8
4.99,82,0,46.71,8.32,5.34,4.46,9,6.26,2,5.88,4,2,9.15,Male,4
8.81,,6,77.89,7.26,6.89,3.17,3,8.72,2,4.45,3,1,8.24,Female,6.13
2.59, 85.4 %,9,54.54,5.79,6.11,2.91,8,8.59,Low,0.8,2,4,,female,4
7.23, 77.9 %,4,56.66,7.67,4.24,1.09,4,8.05,3,4.88,2,5,8.48,F,4.35
8.54,63,0,93.89,5.82,7.36,,1,7.14,5,3.95,4,2,5.88,M,5.15
9.5, 82.5 %,5,68.03,7.15,3.12,2.29,7,8.28,medium,6.76,2,2,8.34,Female,5.11
7.15,55.8%,6,63.53,7.04,6.28,1.92,3,6.58,2,5.14,3,3,6.56,F,4.24
5.47, 76.8 %,0,83.43,8.6,4.32,3.97,4,4.9,,2.41,4,1,4.53,F,
6.56,71.9%,8,94.58,5.96,7.29,0.78,3,7.42,high,0.95,1,3,6.41,M,5.74
8.82, 63.4 %,6,41.5,9.11,6.58,3.41,6,8.6,2,3.38,3,5,6.73,female,4.24
6.14,80,0,66.89,6.63,7.31,4.2,10,,medium,4.76,5,2,7.9,M,4.51
1.27, 93.6 %,2,76.65,7.22,,4.58,1,5.26,low,1.24,5,1,8.48,female,
9.38,100,4,59.11,8.86,5.68,3.86,10,5.33,HIGH,4.55,4,1,6.97,female,5.68
7.21, 80.4 %,3,86.34,8.13,6.17,1.77,7,4.5,Low,5.78,3,1,9.91,female,5.43
7.09,70,1,98.29,6.54,6.2,3.2,10,5.13,Low,1.1,3,5,8.01,female,5.01
2.94,61.3%,0,96.61,6.93,4.53,1.14,8,5.92,medium,4.94,3,4,9.2,female,4
6.93,62.9%,3,55.96,6.53,1.08,1.03,3,8.7,1,0.48,5,4,3.88,male,4.23
4.54,74.0%,6,53.58,7.97,2.83,3.37,9,8.3,Low,0.06,4,,3.85,Female,4
6.86,68.4%,10,97.45,6.66,3.26,4.33,2,8.73,3,0.23,5,3,4.26,male,5.23
1.96,96,3,67.52,8.63,6.96,0.8,,4.6,Low,4.42,2,3,4.96,female,4
6.92,68,8,52.5,7.9,,0.98,10,4.14,3,6.81,1,5,9.65,male,
9.99,68.7%,7,82.42,5.73,1.73,3.05,9,4.55,2,5.4,5,1,1.66,Male,5.42
1.43,69.2%,,57.07,6.55,7.65,1.48,5,8.57,high,1.78,4,4,5.49,Female,
9.79,91.8%,4,56.03,6.11,2.28,3.25,6,4.79,2,0.5,5,2,2.45,M,4.95
4.66, 82.5 %,0,92.75,6.95,3.9,1.47,2,6.86,,4.32,2,4,8.3,Male,
8.84,80.7%,8,49.75,7.58,2.51,1.02,5,5.14,1,0.02,2,5,1.28,Female,4.97
8.04,67,1,43.86,7.53,7.02,2.96,6,4.1,high,,2,4,5.1,Female,4.4
6.1,91,5,56.15,8.77,6.25,4.38,5,4.42,medium,1.7,2,2,4.55,M,4
7.65,52,9,76.42,,3.47,3.58,4,7.55,2,2.09,1,2,1.83,Male,
8.91, 93.5 %,4,47.39,9.73,5.77,4.18,8,4.91,HIGH,2.41,3,2,4.39,Female,5.33
4.64,,9,68.3,6.71,2.29,1.7,2,5.15,3,5.34,2,5,8.28,Female,4.55
3.94, 69.9 %,7,77.64,6.5,3.68,4.49,1,5.89,Low,1.86,1,4,2.24,Female,4.02
7.01, 74.9 %,10,90.92,8.43,3.64,2.2,2,7.29,5,1.99,5,5,9.85,M,6.62
8.27,83,2,53.79,9.03,2.67,4.34,4,6.35,low,3.79,2,2,1.53,male,5.3
7.86, 50.6 %,5,89.04,6.89,7.13,2.62,1,8.72,high,3.24,5,4,3.6,female,6.04
8.18, 93.6 %,5,54.09,8.73,5.75,1.71,9,6.17,low,6.69,5,,7.97,Male,4.69
4.92,,9,80.61,9.42,2.96,1.67,1,5,5,,4,5,4.22,,5.31
8.36,67.1%,2,,8.83,2.69,3.05,5,6.68,low,0.64,1,3,5.32,F,
2.08,,6,46.88,5.17,1.13,0.86,8,,medium,3.79,1,3,2.68,male,4
5.9, 72.0 %,10,82.86,9.14,3.43,4.69,9,7.94,4,1.29,2,1,7.44,female,6.1
1.05,74.8%,3,53.07,8.87,4.69,1.72,9,,low,2.9,2,2,2.62,Female,4
3.92,70,4,50.6,8.35,2.94,2.01,8,8.18,medium,1.31,2,3,8.64,female,4
4.3, 83.9 %,8,61.5,8.8,5.9,1.55,6,5.95,4,6.17,1,5,5.86,male,4.37
4.57,71,5,79.2,9.9,3.88,0.51,6,,4,2.29,5,2,5.93,male,4.88
7.26,98,9,,7.16,3.21,3.62,9,8.57,high,,5,2,9.4,,
4.5,80.0%,3,51.02,5.34,7.57,3.16,2,5.93,HIGH,6.64,2,5,7.96,M,4
5.04, 90.4 %,7,40.6,7.3,2.84,4.14,3,7.85,HIGH,6.58,5,4,7.69,F,4
3.14,55,8,68.3,5.23,3.79,0.68,6,8.95,5,3.67,2,5,8.72,male,4
4.36,69.9%,9,65.72,6.47,3.68,4.68,8,6.89,HIGH,6.88,3,4,1.83,M,4.63
3.05,67,4,54.03,7.93,2.69,1.99,7,6.4,3,4.59,,2,7.53,Female,4.56
1.66,78,1,43.22,6.55,2.52,4.61,8,7.5,2,0.9,1,5,3.1,male,4
6.43,,5,65.76,8.43,3.12,0.98,5,4.97,3,6.22,4,3,3.53,M,4.61
